date,real_gdp,consumption,cpi,core_cpi_yoy,short_rate,rate_3m,rate_10y,working_age_pop,jgb_1y,jgb_2y,jgb_3y,jgb_4y,jgb_5y,jgb_6y,jgb_7y,jgb_8y,jgb_9y,jgb_10y,jgb_15y,jgb_20y,jgb_25y,jgb_30y,jgb_40y
1991-01-01,456028.59776242194,249446.8544751756,64.79720057957537,0.4589959488806832,4.0334163009054,4.257919576921424,5.846522083510014,86.0378124081815,4.690079840495148,5.072104391461143,5.3175279066372125,5.481093294428846,5.594221029539341,5.675328382222399,5.735464987114904,5.781429569250345,5.817518414303112,5.846522083510014,5.933808245547272,5.977480596896847,6.003683678876442,6.02115236585243,6.042988221776814
1991-04-01,457875.8871483677,253500.26530643,64.88540566688484,0.4093320470241358,3.840581385888462,4.059333941925907,5.677128833152745,86.01894213017292,4.498964111012638,4.8878101842271935,5.137765851951531,5.304438399355275,5.41976456593296,5.502475811992523,5.563816909903348,5.610710434967759,5.6475330794168555,5.677128833152745,5.766204663467595,5.810774157482391,5.837515580830283,5.855343163455206,5.877627639005287
1991-07-01,461011.2611474414,255310.41855372183,64.98614399908703,0.4618406677707644,3.794890770420528,4.032442520677484,5.912776138357281,85.93825934565443,4.539252521230926,4.989447257317686,5.280162375592485,5.474778845274542,5.609876380472585,5.707012077622797,5.7791856603398575,5.834433538655677,5.877855532947952,5.912776138357281,6.017947167341058,6.070585022186681,6.102167963587363,6.123223237535502,6.149542327819932
1991-10-01,464057.57805999776,255048.45776743224,65.04626178042535,0.4158127203427967,3.7064468473812,3.890807159822081,5.591575404865679,86.07211523955931,4.351669000140511,4.7599038484110485,5.022741228321592,5.198245238350116,5.31981999455929,5.407089977914974,5.471854599687158,5.521388454114039,5.560296772539301,5.591575404865679,5.68573799945318,5.732857437116222,5.761128985165456,5.77997665491349,5.803536239550867
1992-01-01,467369.3702087536,256659.4573734144,65.1065095375354,0.4762135619093334,3.451492524017429,3.638430299829111,5.1807660710222825,85.97496276281215,4.0587515805283,4.429964765147243,4.668205314446396,4.826846194240949,4.936489656030238,5.01505501321095,5.073282628466092,5.117774937704864,5.152700791007419,5.1807660710222825,5.265215804666623,5.3074662830579555,5.332816152874579,5.349716029517681,5.370840872423686
1992-04-01,470959.2010157397,260546.212483928,65.16856980770073,0.4354570281079971,3.330615217214272,3.516242122086913,5.227515004241858,85.91724523284074,3.9797919458517987,4.390481462237192,4.654949699593702,4.8315717951975135,4.953937638707817,5.041784769771516,5.1069828183506365,5.15685094517379,5.196023315216161,5.227515004241858,5.3223215960923005,5.3697638630908715,5.3982291288094935,5.417205944175455,5.440926960858463
1992-07-01,477289.1938905646,261349.1885185012,65.1752493452321,0.2905707665533656,3.316789216816012,3.540513268451382,5.080605963107578,85.94774781452068,3.9602605785758036,4.330949612917481,4.568841921907766,4.727244054614373,4.8367185939225665,4.915160711578819,4.9732957763259495,5.017716707699775,5.052586177523242,5.080605963107578,5.164918182705971,5.207099726692404,5.23240823158091,5.249280531497433,5.2703709034902575
1992-10-01,480320.0407887335,263232.2505774004,65.21693269212757,0.2620402640250515,3.115432800665247,3.360384033874149,4.866457782375126,85.94894774196608,3.7714263917796753,4.134166058471327,4.366776885478644,4.521558132229893,4.628470759497152,4.705043801944574,4.761775227227426,4.805113627664727,4.839127974398325,4.866457782375126,4.948684436524668,4.989820507576981,5.014501663715181,5.030955729496063,5.05152330874414
1993-01-01,483531.9263503676,266627.79266977904,65.2583982793825,0.2330210071387224,3.070191069603328,3.256425854808849,4.961051205592539,86.00260866593288,3.7182746722375484,4.12741082860426,4.3908470287833605,4.56676157886621,4.688626807496064,4.776108708666125,4.841032476633196,4.890689069614941,4.929694342841901,4.961051205592538,5.055450263897268,5.102688238437876,5.131030915982269,5.149926005579169,5.173544865036155
1993-04-01,486642.8603615615,267231.4365565213,65.3261419677143,0.2414998040191051,2.852873214405391,3.0401300025715985,4.655981773182506,85.9863074747227,3.479262955429467,3.8676549704820227,4.117308966412151,4.28377469323669,4.398954526530556,4.481559013299151,4.542819937039738,4.589651629260457,4.626425430124057,4.655981773182506,4.744938478548541,4.789448256427439,4.816153846381654,4.833957539984044,4.856212154251663
1993-07-01,492187.0084382741,270697.30868209345,65.42419608545632,0.3812375173928308,2.822752278813536,3.03217459552963,4.6506098702647165,85.98315840161797,3.4719686294173364,3.8609643440676034,4.111019432095721,4.277760140213218,4.393134533041448,4.475880963169734,4.537248483638165,4.58416238661069,4.6210011281699614,4.6506098702647165,4.739724959929717,4.784314134260954,4.8110673670221,4.828902822619979,4.851197139387669
1993-10-01,498846.0346318698,274186.0054169954,65.42132389142532,0.3129119622624766,2.6315742908402724,2.8242014458398854,4.432972813026802,86.03098509827413,3.2615226267158963,3.6482601304949105,3.896814885344926,4.0625269929009775,4.177173612417326,4.25938908635619,4.320357868958026,4.366964252736956,4.403560075822354,4.432972813026802,4.521495447193875,4.565787629556773,4.5923626486749765,4.610079294712974,4.632225099509451
1994-01-01,503961.4851479254,277553.34369203844,65.46427028224528,0.3149754749224352,2.512911441166134,2.7414730507603315,4.346569753826678,86.01699376805963,3.1778539386759403,3.5637327663527762,3.8117170252133596,3.9770380113147925,4.09140789779497,4.173421477660538,4.234238641703878,4.280728092478072,4.317231546736915,4.346569753826678,4.434867109042104,4.479046361337665,4.5055536153953835,4.523225084549734,4.545314418233531
1994-04-01,508220.2266728553,281099.2465087502,65.58621873316778,0.397330101170346,2.453235901083495,2.585682582364924,4.29573249082711,86.01580239353221,3.048919464996599,3.459323203349195,3.7236015725806184,3.900093498124262,4.022367241455596,4.110147179673293,4.175294767719888,4.2251239777920375,4.26426560634588,4.29573249082711,4.39046410705465,4.437868789529318,4.466311502197228,4.485273282137254,4.50897550453514
1994-07-01,512678.6571404319,282075.4500261496,65.59883275490591,0.2665741654911316,2.231911476127792,2.4071103247202847,3.83821478285725,86.02049142286643,2.798969134507489,3.1441903734134615,3.3651621286362867,3.5119638439428,3.6132306547051223,3.6856847205856713,3.7393228738405284,3.7802756455244237,3.8124055137992023,3.83821478285725,3.9158453698330855,3.9546774787459453,3.9779761143790524,3.993508496219113,4.012923970375445
1994-10-01,519542.63550370047,286485.4162896362,65.6075784813912,0.2842956203427383,2.077943895203752,2.254471405184909,3.9446011620647057,86.03080673340011,2.712611011524524,3.118359914073267,3.3795456560022354,3.553917333706213,3.6746909225070903,3.761376404085568,3.825702076286568,3.87489739898755,3.9135383012257083,3.9446011620647052,4.038111553516893,4.084904048323316,4.112979410334797,4.131696288879557,4.155092384489329
1995-01-01,526644.6349696,287288.8957813523,65.6667654610872,0.3088442620040461,1.9775717895985825,2.107961109226998,3.679369847615552,85.89460233291113,2.5357217382570436,2.9137285402872597,3.156482702434183,3.3182180313665217,3.430050931487723,3.510213620989787,3.5696408020372634,3.6150582541732312,3.650714905115029,3.679369847615552,3.765601928531957,3.808745879642246,3.8346318886312742,3.8518891927869734,3.87346082014799
1995-04-01,533446.6443103798,293338.4848716464,65.75766442364795,0.2610639852160221,1.897616697532157,2.068707544201093,3.553386783976216,85.95677808738677,2.474275359322267,2.832015670220311,3.0613049742194063,3.21380904648636,3.3191104877614226,3.394508069167748,3.4503567458601703,3.4930143427986837,3.526490902784734,3.553386783976216,3.634301826414149,3.6747803997382955,3.6990670163675015,3.715258054780529,3.7354968497714944
1995-07-01,538227.7550277811,295028.47739592026,65.80756510918835,0.3176900565440139,1.6717120463909745,1.8442573629155965,3.4658709220051063,85.84098949677553,2.2848646734203113,2.6746030727708727,2.9251515932374326,3.0922305894702813,3.207844333774009,3.2907653857870054,3.3522640439258446,3.3992790843975453,3.4361977174480245,3.4658709220051063,3.555180859564746,3.5998677091812294,3.626679553185322,3.644554083097958,3.6668972427661206
1995-10-01,544289.3102025718,297903.2212096536,65.92261297743774,0.4790308521235621,1.656873545132556,1.8508404054969911,3.4652716454640013,85.92680299633989,2.2896098652788486,2.6776699382337585,2.9271033950864034,3.0934179244154594,3.2084907798345697,3.291017219546746,3.352219531451949,3.3990060203803236,3.435744113831121,3.465271645464001,3.5541412637810588,3.5986073858002636,3.625286779524879,3.6430730089059113,3.665305792893694
1996-01-01,549933.8180505489,301403.0272024374,66.01448046303261,0.5281174364287122,1.4730614341191128,1.706450410868921,3.203710817661885,85.89976835138879,2.115237563157348,2.475917774710599,2.7071603199014187,2.861003498052167,2.9672524067509682,3.0433412249541045,3.0997090071606226,3.142766954611238,3.1765597632654674,3.203710817661885,3.285397161101293,3.326262379841696,3.350781007755732,3.3671267209634768,3.3875588594756487
1996-04-01,555453.0944749536,305091.17690546805,66.1057335715661,0.5279250521590677,1.4323906330366782,1.625038813500957,3.315493818803476,85.92727661373948,2.083261646168812,2.48908655105102,2.750322788185711,2.924729084464893,3.045527167200611,3.132230518637868,3.1965696107584547,3.2457752833238342,3.2844243612248993,3.315493818803476,3.4090241499348544,3.4558266403014355,3.483908000270367,3.5026288774690637,3.5260299713969734
1996-07-01,561725.0693234308,310082.73194563505,66.18283050297426,0.5686268355913253,1.1302869847549764,1.2993625731468417,2.796069468117886,85.90938171963604,1.7080080898319658,2.0685589596663116,2.299715571486312,2.4534998353140542,2.5597070599290834,2.635765466983696,2.6921104110037035,2.735150744926015,2.768929640135152,2.796069468117886,2.8777218779625824,2.918570086134055,2.9430785066493024,2.959417414897912,2.9798410472099417
1996-10-01,566528.2374307796,309941.74269234703,66.34821191745735,0.6435287738345075,1.0856717112447916,1.2839630750083857,2.844977336367536,85.83513875241262,1.7090639089504671,2.0846417844919123,2.3257821916770363,2.4864111601795917,2.597461268978001,2.6770528632075727,2.7360511627105586,2.7811378478997195,2.816533216282252,2.844977336367536,2.9305721734947747,2.973396680717855,2.999091003516937,3.0162205163796316,3.0376324046014163
1997-01-01,571697.1814422365,314471.9784171155,66.38777578439506,0.5638820984770647,0.9156765924382948,1.1471518010815354,2.657189178944995,85.77498194613015,1.5592083939388555,1.9228742606041054,2.1561004457994626,2.311303570695477,2.4185146925058434,2.495305505408135,2.5522004721061022,2.5956650008304525,2.6297789800151006,2.657189178944995,2.7396588273487605,2.780916708970997,2.805670959023273,2.822173754270755,2.8428022453608417
1997-04-01,575397.3761385378,315856.2523784186,66.33782837331528,0.3504814215553214,0.8336885266818024,1.0044097621983552,2.6290297996478684,85.79925805562729,1.4457863866715737,1.8362273240051308,2.0872426038244956,2.2546416016005777,2.3704817589470886,2.4535679934481887,2.515190700452485,2.5623014113138516,2.5992956172246156,2.6290297996478684,2.7185240523641783,2.763303297310548,2.7901705842561526,2.80808207627433,2.8304714385810663
1997-07-01,579061.5248062167,318066.6777482922,66.46752542778393,0.4292417610698,0.7623832950554471,0.9350660485378036,2.590269723520171,85.72360411813378,1.384268579850957,1.781856140060911,2.0376195661005134,2.2082738047385915,2.3264171665669062,2.411183732917433,2.4740683367602263,2.5221522621835533,2.55991523895827,2.590269723520171,2.681638936661406,2.727358080366592,2.7547893649945037,2.7730768569378386,2.795936219218625
1997-10-01,582932.1145223164,321901.2329336952,66.49456495889036,0.2203403212220817,0.6160386687275122,0.832795137505739,2.315249373765158,85.72493036742783,1.2377936066747282,1.595013990503655,1.8239578600520001,1.9762251088752207,2.08135898871931,2.156634323572441,2.2123911954591367,2.2549779896417785,2.2883986204443487,2.315249373765158,2.396028010141752,2.4364382044825117,2.460683789471036,2.4768474733499772,2.4970520751684164
1998-01-01,582795.2102873219,321228.0531489496,66.45008901343883,0.0938184812127625,0.4873311215525993,0.6806850380806753,2.359759389298222,85.74930681584804,1.13599572733358,1.5391612610816432,1.7986306380899242,1.9718256078820633,2.0917666318893615,2.1778447053326015,2.2417142257289475,2.2905577498001124,2.3289207559327734,2.359759389298222,2.4525920180717247,2.499044757280109,2.5269162448125075,2.5454972065063988,2.5687234060281456
1998-04-01,584340.8668533792,323111.37574934383,66.46551805731855,0.1922989544822906,0.367040756430997,0.5864652971522811,2.173340993264467,85.64711143270053,1.018183695107371,1.3998047341222242,1.644960159911353,1.8083417505984833,1.921339442393358,2.002351920336998,2.0624172761284583,2.1083269087145013,2.1443723474987895,2.1733409932644667,2.260521291461915,2.304140574335847,2.330311811931155,2.3477592692346034,2.369568588064496
1998-07-01,585386.6732658333,321763.7515264302,66.33592416592059,-0.1981895882109143,0.2601694120309972,0.4597600082771383,1.8709747866998057,85.69028393196213,0.8465293390789528,1.187102862686256,1.4049867214005076,1.5496714322117753,1.6494403832309457,1.7208016666632682,1.7736191613577033,1.8139390153283315,1.8455689232487773,1.8709747866998054,1.9473860170085773,1.9856068747170426,2.008538721630245,2.0238265767008548,2.0429363923514074
1998-10-01,585977.0615869962,321391.45738369814,66.22399487786444,-0.4077356719471128,0.0745731979028446,0.2956231073455316,1.6787140538631415,85.65887006843461,0.6751959596959343,1.0091976548132908,1.22271525506613,1.3644065401701084,1.4620575307073171,1.53187362938432,1.5835307201036135,1.6229556340031424,1.6538786023867826,1.6787140538631415,1.7534011245861676,1.790757678476216,1.8131708893705671,1.8281129857432428,1.846790602959212
1999-01-01,587130.640581316,322632.8261259386,66.09492056552769,-0.5359225505567543,0.1353424820449525,0.3042901386237333,1.9341105527520213,85.55226040914346,0.7469974636513559,1.1386535975389034,1.390476242042885,1.558428754051678,1.6746605433896662,1.7580324979446016,1.81986977520343,1.8671459693990151,1.9042708954724124,1.9341105527520215,2.023923619751195,2.068862683083475,2.0958258709954314,2.113801297241181,2.1362705773438773
1999-04-01,591425.9979675853,325599.97355252976,66.00604290424751,-0.6936990736732007,0.1331332985192742,0.3327707589956262,1.9110365667406388,85.62369470641087,0.762286012076554,1.141895137855058,1.3857138682016203,1.5481790453195687,1.660528340289383,1.741067772159683,1.8007778794657834,1.8464135332379334,1.8822425480827387,1.9110365667406386,1.9976890271380823,2.0410437102442085,2.067056171530492,2.0843977775473435,2.1060747822499577
1999-07-01,591639.6433741207,325631.7141957054,65.97830820505314,-0.5405568626425068,0.119251896882805,0.3129311964519103,1.908909885525342,85.58492831726858,0.7469789175557842,1.1307270958839593,1.37729577219227,1.5416462611872648,1.6553294847199402,1.7368421009803994,1.7972830510099984,1.8434823536948906,1.8797566114270834,1.908909885525342,1.9966482517921091,2.0405472885630913,2.066886395886998,2.0844457667804654,2.106394977618003
1999-10-01,595290.3819611372,325992.6288949098,65.95476744480447,-0.4073692333735885,0.1278266721375631,0.2913499444144392,1.9250284264845412,85.53009629436863,0.7350444927657209,1.1276021595916588,1.3800237737471628,1.5483869282244673,1.6649092624449977,1.748493187679775,1.810489650834436,1.8578886142035038,1.8951105192651467,1.925028426484541,2.0150780161896815,2.0601356459699858,2.0871699811212143,2.1051928390452863,2.1277214087544127
2000-01-01,594461.5457752493,327072.21552682365,65.91897728288518,-0.2665528246400329,0.1148209000404329,0.2679165616043724,1.9373768839914511,85.46188382709862,0.7207671610820543,1.1216861393541593,1.3796629269147787,1.5518346051032386,1.6710516120845453,1.7566014697840635,1.8200743103357264,1.8686119024245733,1.906733243868326,1.9373768839914514,2.0296201151316,2.0757773952483287,2.103471588959082,2.121934354309689,2.1450128083810793
2000-04-01,596344.0789062248,328288.80586419883,65.79979985100505,-0.3129500441800536,0.2017536651365533,0.4223261361947932,2.0965186261213837,85.43203969907121,0.8763876283360899,1.2784123945235952,1.5371238567412802,1.7097992142296232,1.8293725931262699,1.9151824464468103,1.9788505386996786,2.027538715046338,2.0657790074331825,2.0965186261213837,2.1890519675157876,2.235354676978261,2.2631361373367995,2.2816570806800924,2.3048082572528
2000-07-01,599481.0370013684,333051.5350794232,65.63664934398186,-0.5191805473787765,0.0956452914473745,0.2851167199808351,1.7845348013556186,85.42311687115485,0.6944559897291314,1.0556403952818603,1.2872179220261055,1.4412907573083207,1.5477021570045315,1.6239095225621685,1.6803663315474793,1.7234929392521516,1.7573399846645368,1.7845348013556186,1.8663534231888712,1.9072849517545594,1.9318433696857902,1.9482156096753933,1.9686809066696582
2000-10-01,603791.4741395321,334587.7826290153,65.59011405156784,-0.5544181166854556,0.0846458390832711,0.2539774306338513,1.7674486797931916,85.45212972316459,0.666912701079245,1.0313809766512636,1.265140274462699,1.4207088914668768,1.528178612593629,1.6051580898854692,1.6621947399043768,1.7057685392655324,1.7399688345464919,1.7674486797931919,1.8501288451041482,1.8914922567296573,1.9163098313439688,1.9328548431312216,1.9535361049036124
2001-01-01,608772.6173021329,333684.13877187204,65.51775352741853,-0.6105218826579722,0.0623236209821311,0.2594382528744312,1.752991235193393,85.35221874162994,0.6672767293057602,1.0270906094904835,1.2577575726079102,1.4112061423793385,1.5171758509125188,1.5930609751169829,1.6492757870557335,1.6922157590208757,1.7259153753622922,1.752991235193393,1.8344502912749876,1.8752015731542906,1.899651831868998,1.9159519654322923,1.936327129380706
2001-04-01,614361.8627076151,337510.82142805064,65.49119403987466,-0.4701105084872989,0.0483868664711081,0.2822274321915872,1.8772785331879789,85.39687561243099,0.7160377970336707,1.0995692214795083,1.3459938886320344,1.510245647624483,1.6238590159931345,1.7053206685385247,1.7657233458001906,1.8118931313217594,1.8481440725767475,1.8772785331879787,1.964960032741844,2.0088305628029435,2.0351525643288553,2.0527005313123996,2.074635487260483
2001-07-01,618283.2344715372,338070.9862454758,65.47655611630462,-0.2442062287732553,0.0377764106199462,0.1693542752587885,1.962271148484591,85.28791222355608,0.653795605714945,1.0835632586915305,1.360706823081713,1.546018887482886,1.674533208457478,1.7668660387243311,1.835432760964455,1.8878989149490728,1.9291235432123521,1.962271148484591,2.062083006697689,2.112034363263839,2.1420052386957855,2.1619857977956043,2.186961494326404
2001-10-01,622387.7464036449,341505.3879539969,65.43425105163487,-0.2379146402731329,0.055560134338454,0.2106609736413543,1.8124261905145032,85.31479657077806,0.6461893828235721,1.0312897264036385,1.278756768057504,1.4437231596482079,1.5578421572691707,1.6396726980063705,1.700352403191516,1.7467358413675453,1.783155553150817,1.8124261905145032,1.9005193056436498,1.944596174442983,1.9710419920384892,1.9886725033912058,2.0107106398155965
